name,origin,destination,count
RICARDO TEOBALDO,REC,BSB,33
CARLOS BEZERRA,BSB,CGR,1
ZÉ GERALDO,BSB,STM,1
VINICIUS GURGEL,MCP,BSB,9
MARCUS PESTANA,CNF,BSB,11
BETO FARO,GRU,BEL,1
SERGIO VIDIGAL,VIX,BSB,11
TIA ERON,CGH,SSA,2
WELITON PRADO,CNF,BSB,6
SUBTENENTE GONZAGA,CNF,BSB,12
CÉSAR MESSIAS,BSB,CGH,1
CABO SABINO,FOR,BSB,23
ALFREDO KAEFER,BSB,CAC,3
EVANDRO GUSSI,CGH,BSB,15
JÚLIO CESAR,BSB,THE,11
SILVIO TORRES,BSB,CGH,29
DR. JORGE SILVA,BSB,CGH,2
DEJORGE PATRÍCIO,SDU,BSB,31
CAJAR NARDES,SDU,BSB,3
ROGÉRIO MARINHO,GRU,NAT,3
JERÔNIMO GOERGEN,BSB,POA,8
RAIMUNDO GOMES DE MATOS,FOR,BSB,16
DAVIDSON MAGALHÃES,CGH,SSA,1
PROFESSORA MARCIVANIA,CGH,BSB,2
AELTON FREITAS,UDI,CNF,1
LUIS TIBÉ,SSA,GIG,1
ALEXANDRE SERFIOTIS,GIG,BSB,7
BRUNA FURLAN,BSB,CGH,14
LEOPOLDO MEYER,CWB,BSB,19
ARTHUR OLIVEIRA MAIA,CGH,BSB,10
NELSON PADOVANI,BSB,CWB,3
CESAR SOUZA,BSB,FLN,6
ZÉ SILVA,BSB,BSB,1
MAURO LOPES,BSB,CNF,10
ROBERTO GÓES,BEL,BSB,3
MARCO MAIA,BSB,SSA,1
MARCELO CASTRO,BSB,THE,10
FELIPE BORNIER,SDU,BSB,16
RÔMULO GOUVEIA,BSB,CGH,2
ANDRÉ AMARAL,REC,SSA,2
VALDIR COLATTO,FLN,BSB,3
LINDOMAR GARÇON,BSB,PVH,4
AGUINALDO RIBEIRO,CGH,REC,1
JEFFERSON CAMPOS,CGH,BSB,2
WILSON FILHO,VIX,REC,1
LEÔNIDAS CRISTINO,BSB,BSB,4
DOMINGOS SÁVIO,MOC,BSB,1
DANIEL ALMEIDA,SSA,BSB,6
MARCUS PESTANA,SDU,BSB,6
PAULO ABI-ACKEL,CNF,SDU,2
GIVALDO VIEIRA,BSB,BSB,1
ADELMO CARNEIRO LEÃO,CNF,UBA,2
ELI CORRÊA FILHO,CGH,BSB,6
MANDETTA,SDU,BSB,7
CAPITÃO AUGUSTO,BSB,JTC,6
TEREZA CRISTINA,CGH,CGR,1
TONINHO WANDSCHEER,BSB,SDU,1
PEDRO FERNANDES,BSB,SLZ,11
VINICIUS CARVALHO,BSB,CGH,13
JORGE CÔRTE REAL,CGH,BSB,5
RAFAEL MOTTA,NAT,BSB,25
PEDRO UCZAI,BSB,XAP,12
DILCEU SPERAFICO,BSB,SLZ,1
NELSON PADOVANI,BSB,MGF,2
JEAN WYLLYS,BSB,SDU,6
JHONATAN DE JESUS,BVB,BSB,8
LOURIVAL GOMES,BSB,GIG,2
RONALDO BENEDET,CGH,GIG,1
MARCO MAIA,BSB,BSB,5
JORGE CÔRTE REAL,BSB,BSB,5
CONCEIÇÃO SAMPAIO,MAO,BSB,3
PATRUS ANANIAS,CGH,BSB,1
ANTONIO IMBASSAHY,BSB-SSA,1
VALADARES FILHO,SSA,BSB,4
CABUÇU BORGES,BSB,BSB,4
JONES MARTINS,POA,BSB,2
ULDURICO JUNIOR,SSA,BPS,1
LEÔNIDAS CRISTINO,FOR,BSB,13
TEREZA CRISTINA,BSB,CGH,1
NILSON LEITÃO,SMT,BSB,2
OSMAR BERTOLDI,CGH,CWB,1
PATRUS ANANIAS,BSB,BSB,1
ROGÉRIO PENINHA MENDONÇA,FLN,CGH,1
TEREZA CRISTINA,BSB,CGR,5
JORGE TADEU MUDALEN,GRU,BSB,3
NILTON CAPIXABA,BSB,BSB,7
RONALDO BENEDET,VCP,JJG,1
WALNEY ROCHA,SDU,BSB,1
DÉCIO LIMA,BSB,NVT,1
SERGIO ZVEITER,SDU,BSB,23
PATRUS ANANIAS,IPN,CNF,1
LUIS CARLOS HEINZE,POA,BSB,5
JUTAHY JUNIOR,SSA,BSB,2
EDUARDO CURY,BSB,CGH,2
CELSO PANSERA,BSB,GIG,11
MARINHA RAUPP,BSB,OAL,1
LEO DE BRITO,BSB,BSB,5
CELSO JACOB,GIG,BSB,10
EDIO LOPES,BSB,CGH,1
SILVIO TORRES,CGH,BSB,26
TADEU ALENCAR,JDO,BSB,1
ENIO VERRI,CWB,BSB,1
RONALDO LESSA,GRU,MCZ,2
ZÉ SILVA,BSB,CNF,7
GENECIAS NORONHA,BSB,BSB,3
ADILTON SACHETTI,BSB,BSB,1
PAULO MAGALHÃES,IOS,SSA,2
BENEDITA DA SILVA,SDU,BSB,11
ARNALDO JORDY,BEL,BSB,13
ALUISIO MENDES,BSB,SLZ,6
CABO SABINO,BSB,BSB,2
DAVIDSON MAGALHÃES,BSB,SSA,12
JOSÉ MENTOR,BSB,BSB,6
ALICE PORTUGAL,BSB,BSB,8
ALUISIO MENDES,SLZ,BSB,5
ANTÔNIO JÁCOME,NAT,BPS,1
RÔMULO GOUVEIA,CGH,BSB,2
DIMAS FABIANO,BSB,GIG,2
HERMES PARCIANELLO,MGFBSB,1
ADÉRMIS MARINI,CGH,BSB,3
IRAJÁ ABREU,SDU,BSB,3
JOSÉ GUIMARÃES,JDO,FOR,10
JANETE CAPIBERIBE,MCP,BEL,1
AELTON FREITAS,BSB,CNF,1
LEONARDO MONTEIRO,GVR,BSB,1
ALFREDO KAEFER,CAC,CWB,1
ALICE PORTUGAL,CGH,BSB,3
GUILHERME COELHO,REC,PNZ,5
ALEX MANENTE,GRU,BSB,1
JANDIRA FEGHALI,CGH,BSB,1
WALDIR MARANHÃO,REC,SLZ,1
MARCOS MONTES,UDI,GRU,1
ANDRE MOURA,CGH,BSB,1
RUBENS BUENO,BSB,CWB,13
JHONATAN DE JESUS,BSB,BVB,9
PEPE VARGAS,BSB,FLN,1
WALDIR MARANHÃO,BSB,REC,1
STEFANO AGUIAR,CNF,POA,1
ONYX LORENZONI,FLN,CGH,1
ANTÔNIO JÁCOME,NAT,BSB,7
DELEGADO FRANCISCHINI,CWB,BSB,16
EDUARDO BOLSONARO,FLN-BSB,1
FELIPE MAIA,GRU,BSB,4
RUBENS PEREIRA JÚNIOR,GRU,SLZ,1
ONYX LORENZONI,VCP,BSB,1
AGUINALDO RIBEIRO,JPA,CGH,1
ZÉ GERALDO,BSB,CGH,2
JHONATAN DE JESUS,BSB,BSB,3
EDMILSON RODRIGUES,BEL,BSB,7
MAURO PEREIRA,BSB,CXJ,10
OSMAR BERTOLDI,BSB,CWB,4
EDMILSON RODRIGUES,BEL,STM,2
ALICE PORTUGAL,BSB,SSA,20
GUILHERME COELHO,SSA,PNZ,1
CARLOS GOMES,BSB,CNF,1
ONYX LORENZONI,CGH,POA,1
WALDIR MARANHÃO,JPA,BSB,1
MARCOS ABRÃO,BSB,CGH,1
NILTO TATTO,BSB,CGH,8
FLAVIANO MELO,GRU,BSB,1
ROSINHA DA ADEFAL,BSB,GRU,2
JAIR BOLSONARO,SDU,BSB,4
DELEY,SDU,BSB,8
ÁTILA LIRA,THE,BSB,4
TADEU ALENCAR,REC,FOR,1
DOMINGOS NETO,GIG,FOR,1
DANILO FORTE,REC,FOR,1
PAULO HENRIQUE LUSTOSA,BSB,FOR,4
JOSÉ MENTOR,CGH,BSB,12
DR. SINVAL MALHEIROS,BSB,RAO,32
AGUINALDO RIBEIRO,BSB,JPA,3
JOÃO FERNANDO COUTINHO,REC,BSB,12
EFRAIM FILHO,REC,BSB,1
JOÃO FERNANDO COUTINHO,BSB,REC,14
JOAQUIM PASSARINHO,GRU,BEL,1
MIRO TEIXEIRA,SDU,BSB,13
MARCELO ÁLVARO ANTÔNIO,CNF,MOC,6
MARGARIDA SALOMÃO,SDU,BSB,3
ORLANDO SILVA,BSB,VCP,1
ALFREDO KAEFER,BSB,CWB,2
JOSÉ PRIANTE,CGH,BEL,1
DR. SINVAL MALHEIROS,RAO,BSB,28
PAULO ABI-ACKEL,CNF,SSA,1
RONALDO BENEDET,FLN,BSB,5
JOSÉ CARLOS ARAÚJO,BSB,BSB,2
ZECA DIRCEU,CWB,BSB,2
BENITO GAMA,SSA,CGH,1
LUIZ NISHIMORI,BSB,CGH,5
JANETE CAPIBERIBE,MCP,BSB,6
BEBETO,IOS,SSA,3
STEFANO AGUIAR,BSB,BSB,4
JOSÉ CARLOS ARAÚJO,BSB,SSA,9
CAETANO,BSB,GRU,1
CACÁ LEÃO,SSA,GRU,4
PAUDERNEY AVELINO,BSB,NAT,1
WALDIR MARANHÃO,SLZ,IMP,1
ELI CORRÊA FILHO,BSB,BSB,10
MISSIONÁRIO JOSÉ OLIMPIO,BSB,GRU,1
RICARDO TEOBALDO,BSB,REC,13
PAULO ABI-ACKEL,SDU,CNF,3
SEVERINO NINHO,REC,BSB,10
AFONSO HAMM,PET,BSB,2
ELIZIANE GAMA,IMP,SLZ,1
JOSÉ CARLOS ALELUIA,BSB,CGH,2
AROLDE DE OLIVEIRA,SDU,BSB,7
CÉSAR MESSIAS,RBR,CZS,5
LUIZ CARLOS HAULY,BSB,GRU,1
CARLOS HENRIQUE GAGUIM,PMW,BSB,3
LÁZARO BOTELHO,AUX,PMW,24
ALUISIO MENDES,BSB,BSB,6
CARLOS HENRIQUE GAGUIM,BSB,PMW,7
JOÃO CARLOS BACELAR,SSA,IOS,1
NIVALDO ALBUQUERQUE,BSB,BSB,2
AUGUSTO COUTINHO,SDU,BSB,1
ALICE PORTUGAL,CGH,SSA,2
ALEXANDRE SERFIOTIS,BSB,GIG,11
EZEQUIEL FONSECA,BSB,BSB,1
CARLOS MELLES,CGH,BSB,2
GORETE PEREIRA,BSB,FOR,15
PROFESSORA DORINHA SEABRA REZENDE,PMW,GYN,1
BRUNNY,GRU,CGB,1
AFONSO FLORENCE,BSB,BSB,2
EDMILSON RODRIGUES,ATM,BEL,2
RÔMULO GOUVEIA,BSB,BSB,6
MARCELO SQUASSONI,SSA,CGH,1
REGINALDO LOPES,CNF,IPN,1
ROBERTO SALES,sdu,bsb,1
JHC,BSB,MCZ,7
EDUARDO BARBOSA,BSB,BSB,2
CARMEN ZANOTTO,BSB,FLN,14
LAUDIVIO CARVALHO,BSB,CNF,2
JULIÃO AMIN,SLZ,IMP,1
DARCÍSIO PERONDI,BSB,POA,3
LUIZ CARLOS BUSATO,BSB,BSB,1
MARCELO MATOS,GIG,BSB,13
PR. MARCO FELICIANO,RAO,GRU,3
JOÃO DANIEL,SSA,BSB,1
NILTO TATTO,CGH,BSB,8
ALEX CANZIANI,SDU,LDB,2
AFONSO FLORENCE,BSB,SSA,10
MARIANA CARVALHO,bsb-pvh,1
WALDIR MARANHÃO,REC,BSB,2
CARLOS EDUARDO CADOCA,BSB,REC,29
PAULO PIMENTA,POA,BSB,5
LEO DE BRITO,CGH,BSB,1
ASSIS MELO,SDU,BSB,1
ROSINHA DA ADEFAL,MCZ,BSB,11
ADÉRMIS MARINI,BSB,CGH,3
SÓSTENES CAVALCANTE,BSB,GIG,12
WALTER IHOSHI,BSB,GRU,1
WELLINGTON ROBERTO,BSB,CGH,3
NELSON MARQUEZELLI,VCP,BSB,4
ELCIONE BARBALHO,BSB,BEL,2
ALEX CANZIANI,LDB,CWB,15
CÉSAR MESSIAS,BSB,BSB,25
JOSÉ NUNES,GRU,BSB,1
PAULO ABI-ACKEL,CNF,BSB,10
BRUNA FURLAN,BSB,BSB,12
MAURO MARIANI,BSB,CWB,5
WALDIR MARANHÃO,BSB,IMP,4
SERGIO VIDIGAL,BSB,BSB,1
SILVIO TORRES,BSB,BSB,19
JANDIRA FEGHALI,POA,GIG,1
GEORGE HILTON,BSB,POA,1
PROFESSOR VICTÓRIO GALLI,BSB,CGB,8
ANDRÉ DE PAULA,BSB,BSB,16
RUBENS BUENO,CWB,MGF,5
WELITON PRADO,CNF,UDI,6
HENRIQUE FONTANA,CGH,BSB,3
JONES MARTINS,BSB,BSB,3
SILVIO COSTA,BSB,CGH,3
SILAS CÂMARA,MAO,BSB,5
PAUDERNEY AVELINO,CGH,BSB,1
HENRIQUE FONTANA,BSB,BSB,15
AGUINALDO RIBEIRO,JPA,BSB,5
JHC,BSB,BSB,2
BETO FARO,BSB,MAB,2
VANDER LOUBET,bsb,cgr,3
JAIR BOLSONARO,SDU,CGH,3
STEFANO AGUIAR,URG,POA,1
EDUARDO BOLSONARO,CGH-BSB,1
FELIPE BORNIER,PMW,BSB,1
REGINALDO LOPES,CNF,CGH,1
ROGÉRIO MARINHO,NAT,BSB,13
JOAQUIM PASSARINHO,BSB,STM,2
WILSON FILHO,FOR,BSB,1
ANTÔNIO JÁCOME,BSB,NAT,3
JOAQUIM PASSARINHO,BSB,BSB,9
ALEX CANZIANI,LDB,CGH,1
JHC,CGH,BSB,1
PAUDERNEY AVELINO,BSB,BSB,15
RAQUEL MUNIZ,MOC,BSB,13
ANDRÉ DE PAULA,CGH,BSB,1
DAVIDSON MAGALHÃES,BSB,CGH,1
FELIPE MAIA,NAT,FOR,1
LÚCIO VALE,BSB,BSB,7
GIVALDO CARIMBÃO,BSB,MCZ,11
JOAQUIM PASSARINHO,CGH,BSB,1
ADELSON BARRETO,BSB,AJU,43
MARCO MAIA,BSB,CGH,1
RAQUEL MUNIZ,CNF,BSB,6
PEDRO UCZAI,BSB,FLN,1
SARAIVA FELIPE,BSB,SDU,2
DANIEL ALMEIDA,CGH,SSA,3
DÉCIO LIMA,NVT,BSB,2
VINICIUS CARVALHO,BSB,BSB,1
DILCEU SPERAFICO,IGU,FLN,1
AUGUSTO COUTINHO,REC,BSB,8
CÉSAR MESSIAS,BSB,CZS,1
ALFREDO KAEFER,GRU,IGU,1
DANIEL ALMEIDA,CGH,BSB,1
JHC,GIG,BSB,1
JANDIRA FEGHALI,SDU,BSB,12
LÁZARO BOTELHO,CGH,BSB,1
FÁBIO RAMALHO,CNF,AAX,1
MARIANA CARVALHO,PVH,BSB,5
EDUARDO BARBOSA,VDC,CNF,1
PADRE JOÃO,BSB,BSB,2
WEVERTON ROCHA,REC,SLZ,1
SABINO CASTELO BRANCO,BSB,BSB,5
FÁBIO FARIA,BSB,CGH,5
NILTO TATTO,BSB,BSB,8
FLAVIANO MELO,RBR,CZS,4
JOSÉ ROCHA,BRA,SSA,1
DOMINGOS NETO,BSB,GIG,1
DANIEL ALMEIDA,BSB,SSA,12
MARCIO ALVINO,BSB,CGH,8
SABINO CASTELO BRANCO,CGH,BSB,1
LUCIANO DUCCI,BSB,CWB,18
CARLOS BEZERRA,GRU,BSB,1
LUCIANA SANTOS,BSB,REC,6
JOÃO DERLY,BSB,POA,10
NELSON PELLEGRINO,SSA,BSB,13
MARCUS VICENTE,BSB,CNF,1
TENENTE LÚCIO,UDI,BSB,18
MÁRIO HERINGER,CNF,BSB,4
LINDOMAR GARÇON,BSB,BSB,3
VICENTINHO,PPB,CGH,1
ROGÉRIO MARINHO,FOR,BSB,2
EDIO LOPES,BVB,BSB,20
MARGARIDA SALOMÃO,SSA,GIG,1
BRUNNY,GRU,BSB,2
CESAR SOUZA,FLN,BSB,3
HUGO MOTTA,BSB,GRU,1
WELITON PRADO,GRU,BSB,1
MOISÉS DINIZ,BSB,RBR,8
BONIFÁCIO DE ANDRADA,BSB,BSB,6
RÔMULO GOUVEIA,JPA,FOR,2
DANIEL ALMEIDA,BSB,BRA,1
BENEDITA DA SILVA,BSB,BSB,6
LÁZARO BOTELHO,BSB,BSB,7
CARLOS MANATO,VIX,SDU,1
RÔMULO GOUVEIA,VCP,JPA,1
ALEX CANZIANI,GRU,LDB,1
DELEGADO EDSON MOREIRA,CNF,BSB,11
ALBERTO FILHO,BSB,SLZ,8
LUIS TIBÉ,BSB,PMW,1
ROBERTO ALVES,CNF,VCP,1
DANIEL ALMEIDA,BSB,BSB,3
DELEY,GIG,BSB,6
FERNANDO MONTEIRO,REC,BSB,7
HERCULANO PASSOS,BSB,CGH,3
SIMONE MORGADO,BSB,BEL,4
MÁRIO HERINGER,SDU,BSB,5
DAGOBERTO NOGUEIRA,BSB,CGR,19
RUBENS BUENO,BSB,IGU,1
WILSON FILHO,REC,MCZ,1
JÚLIA MARINHO,MAB,BSB,1
RONALDO CARLETTO,BPS,SSA,12
FRANKLIN,GRU,CNF,1
SÓSTENES CAVALCANTE,GIG,BSB,9
IRAJÁ ABREU,PMW,GYN,1
PAES LANDIM,BSB,THE,2
CARLOS SAMPAIO,BSB,VCP,18
DELEGADO EDSON MOREIRA,BSB,BSB,3
JANETE CAPIBERIBE,BSB,MCP,6
EFRAIM FILHO,NAT,FOR,1
CARLOS MANATO,BSB,VIX,17
ARTHUR VIRGÍLIO BISNETO,MAO,BSB,14
MARCON,BSB,POA,4
RENATO ANDRADE,RAO,BSB,22
BENJAMIN MARANHÃO,BSB,REC,1
PAULO PEREIRA DA SILVA,GYN,CGH,1
ZECA DIRCEU,BSB,SDU,1
WILSON FILHO,BSB,PMW,2
PAES LANDIM,REC,PNZ,1
DILCEU SPERAFICO,FLN,CAC,1
DANIEL VILELA,GYN,BSB,2
MARA GABRILLI,CGH,BSB,6
ELCIONE BARBALHO,BSB,BSB,13
CARLOS SAMPAIO,GIG,VCP,1
PAES LANDIM,CGH,BSB,1
CHRISTIANE DE SOUZA YARED,BSB,CWB,37
JUTAHY JUNIOR,BSB,SDU,1
JUTAHY JUNIOR,CGH,BSB,1
IRACEMA PORTELLA,CGH,BSB,4
MAIA FILHO,SDU,BSB,1
MAURO MARIANI,BSB,JOI,2
ANA PERUGINI,VCP,SDU,1
WALDIR MARANHÃO,BSB,BSB,39
BETO ROSADO,BSB,BSB,3
CREUZA PEREIRA,JDO,BSB,9
MIRO TEIXEIRA,BSB,SDU,18
ZECA CAVALCANTI,BSB,REC,11
ELCIONE BARBALHO,BSB,SSA,1
ÁTILA LIRA,BSB,THE,5
ALAN RICK,RBR,BSB,8
EXPEDITO NETTO,BSB,PVH,4
JOVAIR ARANTES,BSB,BSB,1
JHONATAN DE JESUS,JDO,BSB,1
MARA GABRILLI,BSB,CGH,12
SÉRGIO REIS,BSB,GRU,14
FRANKLIN,BSB,IPN,1
GONZAGA PATRIOTA,BSB,PNZ,6
DELEGADO EDSON MOREIRA,SDU,BSB,1
PAES LANDIM,BSB,CGH,4
RONALDO CARLETTO,BPS,BSB,2
ALUISIO MENDES,BSB,SDU,1
AFONSO MOTTA,BSB,BSB,4
DIEGO GARCIA,JTC,BSB,8
JOSÉ PRIANTE,CGH,BSB,1
CHICO ALENCAR,RAO,BSB,2
JOÃO DERLY,BSB,PFB,1
RAIMUNDO GOMES DE MATOS,BSB,BSB,6
CLEBER VERDE,IMP,BSB,1
JOAQUIM PASSARINHO,BSB,BEL,9
GLAUBER BRAGA,BSB,GIG,3
CAJAR NARDES,SDU,POA,1
JOÃO DANIEL,GRU,AJU,1
GILBERTO NASCIMENTO,BSB,GRU,1
JORGE BOEIRA,BSB,JJG,9
HUGO MOTTA,GRU,JPA,3
RODRIGO MARTINS,BSB,GRU,1
GENECIAS NORONHA,BSB,SSA,1
WALTER ALVES,BSB,BSB,1
DAMIÃO FELICIANO,BSB,JPA,6
DELEY,BSB,BSB,4
MARCELO SQUASSONI,BSB,GRU,1
LUIZIANNE LINS,BSB,BSB,2
ASSIS DO COUTO,CWB,BSB,4
ROBERTO GÓES,CGH,JOI,1
MARCUS PESTANA,BSB,CNF,9
EZEQUIEL TEIXEIRA,GIG,VIX,1
LÚCIO VALE,BSB,BEL,17
EROS BIONDINI,CNF,BSB,13
CAIO NARCIO,BSB,CNF,5
GEOVANIA DE SÁ,XAP,FLN,3
WADIH DAMOUS,BSB,SDU,16
RAIMUNDO GOMES DE MATOS,FOR,JDO,1
ALICE PORTUGAL,GIG,SSA,3
MÁRIO HERINGER,BSB,BSB,4
TEREZA CRISTINA,GRU,CGR,2
RUBENS BUENO,IGU,CWB,2
JAIME MARTINS,BSB,BSB,1
EDMILSON RODRIGUES,BEL,SLZ,1
SERGIO SOUZA,BSB,GRU,1
ULDURICO JUNIOR,SSA,BSB,5
PAULO AZI,BSB,SSA,11
RENATO ANDRADE,BSB,RAO,22
JOÃO PAULO KLEINÜBING,XAP,FLN,1
HIRAN GONÇALVES,BSB,RAO,1
NILSON LEITÃO,BSB,OPS,10
DANRLEI DE DEUS HINTERHOLZ,SDU,POA,1
SILVIO COSTA,REC,PNZ,1
ABEL MESQUITA JR.,BSB,BSB,17
ANDRÉ AMARAL,BSB,THE,1
GUILHERME COELHO,CGH,BSB,2
VICENTINHO,BSB,PPB,1
LUIZA ERUNDINA,BSB,CGH,5
RAQUEL MUNIZ,BSB,BSB,6
RONALDO LESSA,BSB,CGH,2
VAIDON OLIVEIRA,FOR,BSB,6
LÁZARO BOTELHO,BSB,CGH,1
DANRLEI DE DEUS HINTERHOLZ,POA,BSB,5
EDUARDO BOLSONARO,BSB-SDU,1
MISAEL VARELLA,CNF,BSB,5
SANDRO ALEX,BSB,CWB,8
HIRAN GONÇALVES,RAO,BSB,1
EDMILSON RODRIGUES,BEL,ATM,2
BRUNNY,CGB,BSB,1
DELEGADO EDSON MOREIRA,BSB,CNF,10
MIGUEL HADDAD,VCP,BSB,7
SARAIVA FELIPE,BSB,BSB,9
JUSCELINO FILHO,FOR,BSB,1
WALDIR MARANHÃO,BSB,SLZ,23
VINICIUS CARVALHO,BSB,SDU,1
TADEU ALENCAR,FOR,REC,1
ALFREDO KAEFER,CAC,BSB,12
ASSIS CARVALHO,BSB,BSB,3
DANIEL ALMEIDA,SSA,VDC,2
BETINHO GOMES,REC,BSB,16
FÁBIO FARIA,CGH,BSB,3
MARIA HELENA,BSB,BVB,12
SIMONE MORGADO,BSB,BSB,1
DR. SINVAL MALHEIROS,BSB,SJP,6
ANGELIM,BSB,BSB,14
SÉRGIO MORAES,BSB,FLN,1
NELSON PADOVANI,BSB,GYN,1
JOSE STÉDILE,POA,BSB,3
BENEDITA DA SILVA,BSB,CGH,2
BETO MANSUR,SDU,CGH,2
ABEL MESQUITA JR.,BSB,BVB,17
RÔMULO GOUVEIA,FOR,GRU,1
VINICIUS GURGEL,BSB,CGH,6
ANTONIO CARLOS MENDES THAME,BSB,CGH,3
DAMIÃO FELICIANO,BSB,REC,3
PADRE JOÃO,MOC,BSB,1
ROBERTO GÓES,BSB,BEL,1
MARCO ANTÔNIO CABRAL,BSB,SDU,40
TEREZA CRISTINA,GRU,BSB,1
GIVALDO CARIMBÃO,VCP,BSB,1
JOÃO PAULO KLEINÜBING,FLN,BSB,29
NILSON LEITÃO,OPS,BSB,14
MARCELO DELAROLI,BSB,GIG,1
ASSIS MELO,BSB,POA,6
PAULO PEREIRA DA SILVA,BSB,CGH,29
JORGE BOEIRA,CGH,BSB,1
MARCOS MONTES,UBA,BSB,6
EDINHO BEZ,FLN,BSB,6
LUCIANO DUCCI,BSB,CGR,3
